category,name,price_elasticity,price_mean,quantity_mean,intercept,slope
"security, surveillance, camera",1080p Day/Night PTZ Speed Dome Camera with 5 to 61mm Auto Focus Lens,-4.994161252416056,466.3199122807017,21.105263157894736,126.50835064309676,-0.2260317106547973
"drive, storage, hard",10TB G-DRIVE with Thunderbolt,1.686610669652052,639.3166315789474,33.63157894736842,-23.091800942508478,0.08872501838374636
"laptop, computer, macbook","12 MacBook (Mid 2017, Gold)",5.392168942453271,1510.2029605263156,28.94736842105263,-127.14173254469992,0.1033563733124682
"laptop, computer, macbook","12 MacBook (Mid 2017, Silver)",3.1803167911973427,1253.709147869674,15.368421052631579,-33.50802647524337,0.03898547570696658
"laptop, computer",12.3 32GB Multi-Touch 2-in-1 Chromebook Plus,-5.618130541011104,433.05053618895727,22.0,145.5988719022443,-0.28541442989534405
"flash, camera",120 Bulb LED Video Light (Daylight),4.251161562135964,70.31473684210526,4.631578947368421,-15.05801144568236,0.2800208217697607
"player, ipod",128GB iPod touch (Gold) (6th Generation),7.555088301109353,331.4180137844611,19.63157894736842,-128.68673349019946,0.44752640553216033
"player, ipod",128GB iPod touch (Space Gray) (6th Generation),6.373557888968224,325.43122886762353,30.210526315789473,-162.3380120140927,0.5916719762878245
"laptop, computer, macbook","13.3 MacBook Air (Mid 2017, Silver)",-0.5354823838525947,926.3257769423559,28.210526315789473,43.316766197104776,-0.016307696770760754
"case, computer",14 Checkpoint Friendly Laptop Case,0.4824768542142103,37.06157894736841,9.947368421052632,5.147993397553381,0.12949731662309638
"charger, computer, laptop","15-Volt 3 Amp 6.0 mm-3.0 mm AC Adapter for TOSHIBA Tecra, Satellite and Satellite Pro Series Laptops",-0.45293242489294416,714.449298245614,19.57894736842105,28.446887476851323,-0.012412273523406339
"laptop, computer, macbook","15.4 MacBook Pro with Touch Bar (Late 2016, Silver)",-6.243973559749343,2271.90350877193,21.210526315789473,153.6484918199466,-0.05829383377982722
"laptop, computer, macbook","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)",-5.779402985845889,2304.8963258558347,85.94736842105263,582.6718460992809,-0.215508381919863
"tablet, computer, ipad",1500-Watt Digital Infrared Heater with Wi-Fi Phone App - White,-0.3828000477511305,3165.1710964912286,23.94736842105263,33.11442219614549,-0.0028962269323307864
"tablet, computer, ipad",1506TSA Lock,1.8548657139989533,17.296973684210524,12.157894736842104,-10.393367364934639,1.303769232323142
"speaker, audio",151 SE Outdoor Environmental Speakers (White),-75.50666865340713,278.9378947368421,12.631578947368421,966.4000250956691,-3.419286027981651
"laptop, computer",17.3 WE72 7RJ Mobile Workstation,29.906867745856175,1789.3705263157894,14.526315789473685,-419.9102893608581,0.2427873929748981
"drive, storage, hard",1TB G-Drive Mobile Hard Drive with Thunderbolt,14.082154514359072,184.5826315789473,30.210526315789473,-395.2187732232688,2.304817608785142
"drive, storage, hard",1TB T5 Portable Solid-State Drive (Black),7.521065024111335,382.81807017543855,17.473684210526315,-113.94703094762964,0.34329809744333184
"drive, storage, hard",1TB WD Black Mobile OEM Hard Drive (WD10JPLX),12.427461021920879,70.75013157894738,37.68421052631579,-430.6348469313341,6.619338324976407
"car, speaker, subwoofer","2) New Kicker 41KSC6934 6x9 3-Way 300 Watt Car Audio Coaxial Speakers KSC693""",1.6714506267908684,82.0418045112782,6.684210526315789,-4.488117347496857,0.13617847559992172
desktop,21.5 iMac (Mid 2017),-5.824348576693946,1046.59716374269,7.631578947368421,52.08055492740117,-0.042469994683609416
desktop,21.5 iMac with Retina 4K Display (Mid 2017),-9.419230076765839,1379.646580010633,20.57894736842105,214.41678736923376,-0.140498184686776
"monitor, computer",22 Widescreen Full HD 1080p LED Monitor,-23.651221570459956,130.54723684210526,11.105263157894736,273.75830270352895,-2.011938711987514
"lens, camera",24-70mm f/2.8 GM Lens and 82mm Circular Polarizer Filter Kit,-1.2494960272474864,2197.1351929824555,19.842105263157894,44.63473696170012,-0.01128407199417164
"drive, storage, hard",240GB SSD Plus SATA III 2.5 Internal SSD,12.824889905917376,79.01219674185464,32.68421052631579,-386.48719113551005,5.305148052411771
"speaker, audio",251 Outdoor Environmental Speakers (White),-96.99932412452962,399.0548496240601,12.947368421052632,1268.8333544544364,-3.1471512931531174
desktop,27 iMac with Retina 5K Display (Mid 2017),3.454710037500017,2102.604983291563,23.31578947368421,-57.23350245328987,0.0383092842293547
"mount, tv, stand",2PJ4280 - Peerless-AV Wall Mount for Tablet PC,4.669639512484481,37.217105263157904,41.73684210526316,-153.1591649157996,5.236732025314042
"drive, storage, hard",2TB My Passport USB 3.0 Secure Portable Hard Drive (Orange),-5.622577616344068,83.97339181286549,15.052631578947368,99.68722096181072,-1.007873893809974
"drive, storage, hard",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,13.478967881043715,87.26334210526316,9.736842105263158,-121.50573989437302,1.5039829879690163
"card, memory, camera",32GB High Speed UHS-I SDHC U3 Memory Card (Class 10),-0.9592984858326997,39.22052631578948,10.31578947368421,20.211710695958377,-0.2523148502035845
"player, ipod",32GB iPod touch (Gold) (6th Generation),11.997850931565795,216.3605889249639,140.21052631578948,-1542.0144674574358,7.775098977737754
"player, ipod",32GB iPod touch (Pink) (6th Generation),6.5657068300667705,213.85835087719298,15.894736842105264,-88.46544540421918,0.4879874076381181
"monitor, computer",391 Series C32F391 32 16:9 Curved FreeSync LCD Monitor,3.3520043049899724,341.75285810113513,39.78947368421053,-93.5850133985484,0.39026590099003444
"drive, storage, hard",3TB AirPort Time Capsule (5th Generation),5.613706419371177,385.82242105263157,23.789473684210527,-109.7576474503038,0.34613623741761923
"networking, adapter, switch",450 Mbps 2.4/5GHz Wireless N Dual Band PCI Express Adapter,-3.855380639189262,41.73721804511279,26.31578947368421,127.77317471550688,-2.4308612311476954
"drive, storage, hard",480GB Extreme Pro Solid State Drive,-1.8821641774305617,224.84894736842105,17.263157894736842,49.755255273538125,-0.14450633529345416
"player, ipod",4GB NW-WS413 Sports Walkman Digital Music Player (Black),-8.634581573024366,93.09581783405882,38.578947368421055,371.6920154224664,-3.578174356315466
"camera, camcorder, action",4K Video Camera,0.5962447443267743,370.8026908419373,60.94736842105263,24.607820319452387,0.09800238509350723
"drive, storage, hard",4TB My Book Desktop USB 3.0 External Hard Drive,-1.7607338269351256,111.64037092731832,10.789473684210526,29.78686497482635,-0.17016596355617428
"drive, storage, hard","4TB Network OEM HDD Retail Kit (8-Pack, WD40EFRX, Red Drives)",0.944496878688654,426.57994215068555,24.05263157894737,1.3349961283834304,0.05325528278715725
"drive, storage, hard",4TB Red 5400 rpm SATA III 3.5 Internal NAS HDD Retail Kit,-18.917524330900214,148.80578947368417,28.842105263157894,574.4633333333326,-3.666666666666662
"card, memory, camera",64GB Extreme PRO UHS-II SDXC Memory Card with 64GB SanDisk Extreme PRO UHS-I SDXC Memory Card Kit,1.2762770624278386,161.81679699248124,16.94736842105263,-4.682169163250734,0.13366682560963294
"card, memory, camera",64GB High Speed UHS-I SDXC U3 Memory Card (Class 10),-0.5169638014616196,63.92175438596491,15.105263157894736,22.91413742207815,-0.12216301538022213
"card, memory, camera","64GB High Speed microSDXC UHS-I Memory Card (Class 10, U3)",-3.173818502661517,61.433157894736866,8.105263157894736,33.82989733736176,-0.41874184985810287
"card, memory, camera",64GB XQD G Series Memory Card,-2.9771914478717134,114.19223684210525,10.842105263157896,43.121128329556484,-0.2826726576083373
"camera, shoot, point",65 Ultra-Light Carbon Fiber Tripod with Ball Head (Black),-2.223335366413923,139.37263157894736,28.105263157894736,90.59268871921236,-0.4483478919311482
"tablet, computer, ipad","7.0 Tab A 8GB Tablet (Wi-Fi Only, Black)",4.615850424492108,125.15585289528477,223.8421052631579,-809.3795713349966,8.255480288745497
"receiver, amplifier, home",7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,5.559638911343818,471.0331578947368,4.947368421052632,-22.55821356138521,0.05839415234666896
"player, ipod",8GB Clip Jam MP3 Player (Black),0.4326749354021775,37.01506766917293,14.052631578947368,7.9724101182957146,0.16426341604976755
"player, ipod",8GB Clip Jam MP3 Player (Green),-18.682198449916324,34.34726817042607,36.473684210526315,717.8822908311586,-19.838800665007284
"tablet, computer, ipad","9.7 iPad (2017, 32GB, Wi-Fi Only, Silver)",30.614822777501843,315.5701195390437,29.157894736842106,-863.5058851966328,2.8287335354735026
"receiver, amplifier, home",A-S501 Integrated Amplifier (Black),17551.78219228368,549.9656315789474,28.63157894736842,-502506.6059264381,913.7575307435308
"receiver, amplifier, home",A-S801 Integrated Amplifier (Black),-1947.7381068677012,899.9215789473687,24.94736842105263,48615.88750817316,-53.99463828458093
"receiver, amplifier, home",A-S801 Integrated Amplifier (Silver),17374.197561161858,899.9665789473685,16.736842105263158,-290772.46444470895,323.111111111405
"lens, camera",AF-S NIKKOR 85mm f/1.8G Lens,-14.730632345796808,465.32328548644335,166.89473684210526,2625.359745711668,-5.283348342001652
"monitor, computer","AOC - 18.5 LED Monitor - Black""",-8.59316028429019,68.45499999999998,5.105263157894737,48.97560776716572,-0.6408639925392008
"headphone, earbud, bluetooth",AS-5i Pro Sport Earphones (Blue),0.0,79.0,82.78947368421052,82.78947368421052,0.0
desktop,ASUS CHROMEBOX2-G095U Mini Chrome OS Computer,-9.83450017415526,169.8336842105263,7.631578947368421,82.68434343434278,-0.44191919191918805
"laptop, computer",ASUS VivoBook Max X541SA 15.6Inch Laptop Intel Pentium 4GB Memory 500GB HD Matte IMR X541SA-PD0703X,0.152347558410393,280.58228070175437,5.526315789473684,4.684395071942565,0.0030006196949622804
"receiver, amplifier, home",AVENTAGE RX-A1070 7.2-Channel Network A/V Receiver,-13.456338367991469,1192.5105263157898,13.68421052631579,197.82357766725164,-0.15441320061955896
"receiver, amplifier, home",AVR-S530BT 5.2-Channel A/V Receiver,1.1384811615418453,258.7013875598086,5.684210526315789,-0.787156076132594,0.02501481211016807
"receiver, amplifier, home",AVR-S730H 7.2-Channel Network A/V Receiver,0.17417279945951714,447.0756466165413,8.578947368421053,7.0847280888473,0.0033422068298328733
"receiver, amplifier, home",AVR-X1400H 7.2-Channel Network A/V Receiver,-0.07805403004440963,567.00559732665,12.789473684210526,13.78774364741008,-0.0017605998387075087
"receiver, amplifier, home",AVR-X2400H 7.2-Channel Network A/V Receiver,1.790485077622383,753.9869902027796,15.210526315789474,-12.023694075414143,0.03612027892401587
"receiver, amplifier, home",AVR-X3400H 7.2-Channel Network A/V Receiver,2.209701171424255,948.5807894736844,14.368421052631579,-17.381495778885338,0.03347096755895006
"speaker, audio","AW-650 All-Weather Outdoor Speaker (Pair, White)",-1.8768354843790807,502.2156390977444,15.368421052631579,44.212419023089026,-0.0574334921594181
"speaker, audio","AW6500 All-Weather Outdoor Speaker (White, Single)",-1.777347809467662,219.2369736842105,33.31578947368421,92.52953491542263,-0.2700901424001138
"power, computer, supply",AX860i Digital ATX 860W Power Supply,-1.7899690713278644,204.05578947368414,23.263157894736842,64.90349102773243,-0.20406347323149923
"laptop, computer","Acer - 2-in-1 15.6 Refurbished Touch-Screen Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce 940MX - 1TB Hard Drive - Steel gray""",3.281185271071557,806.1800000000001,5.684210526315789,-12.966737330301486,0.023134967199158092
"laptop, computer",Acer 15.6 Chromebook CB5-571-C4G4,2.0741396536347105,234.5945614035087,18.0,-19.33451376542481,0.15914483925826595
"laptop, computer","Acer Aspire E5-574-53QS 15.6 LED Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 4 GB DDR3L SDRAM RAM - 1 TB HDD - DVD-Writer - Intel HD Graphics 550 DDR3L SDRAM - Wind""",-0.7711606416514133,485.34999999999997,3.789473684210526,6.711766642047461,-0.00602100125236826
desktop,Acer Predator G1-710 Desktop Computer - Intel Core i7-6700 3.4 GHz - 16 GB DDR4 SDRAM - 2 TB HDD + 512 GB SSD,10.861300688158702,1727.5689473684217,9.473684210526315,-93.42284862466136,0.05956146236127267
"sound, speaker, home",Acoustimass 6 Series V Home Theater Speaker System (Black),3.6613966052119724,615.2127067669173,20.94736842105263,-55.74925520391395,0.12466683925958677
"networking, modem, router",Actiontec 300 Mbps Wireless-N ADSL Modem Router (GT784WN),-7.6508024102854035,70.00748538011699,14.421052631578947,124.75367686411579,-1.5760118169288326
"networking, adapter, switch",Actiontec MoCA 2.0 Ethernet to Coax Adapter (ECB6000S02),1.7348225375091404,74.1088157894737,12.68421052631579,-9.32064376524752,0.2969262706082647
"phone, cell",Active Edge Bike and Bar Smartphone Mount (Electric Lime),3.2877708041349583,33.775745614035095,23.31578947368421,-53.341182433251916,2.2695863707323243
"camera, bag",Advanced Active Backpack II,1.5728505006578564,117.66256140350879,18.94736842105263,-10.854009486148854,0.2532783372359323
"camera, bag",Adventura SH 140 II Shoulder Bag (Black),2.217269332663981,33.42092105263158,8.105263157894736,-9.866288275276482,0.5377335772664508
"screen, projector, projection",Aeon 58.3 x 104.1 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface,0.2838266029593907,458.90665413533844,3.8947368421052633,2.7893069147897416,0.002408833947719385
"screen, projector, projection",Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface,-1.8927255355536377,1242.7923684210527,8.210526315789474,23.750799134019342,-0.012504319476932039
"headphone, earbud, bluetooth",AfterShokz - Sportz Titanium with Mic Behind-the-Neck Headphones - Onyx Black,0.7830633339696883,61.545131578947384,14.631578947368421,3.1741259556014043,0.18616343320462161
headphone,AfterShokz Sportz Titanium Open Ear Wired Bone Conduction Headphones,-1.8611467438213194,53.13736842105264,19.57894736842105,56.01824151060687,-0.6857564690341128
headphone,AfterShokz Trekz Titanium Wireless Headphones,1.2800361984826187,118.6642134502924,51.1578947368421,-14.326062364479235,0.5518425075033435
"headphone, earbud, bluetooth",Air-Fi Runaway AF32 Stereo Bluetooth Wireless Headphones with Hidden Microphone (Black and Red),-1.9591570533634524,43.42173684210527,18.157894736842106,53.73206228475743,-0.8192709489552178
"headphone, earbud, bluetooth",Air-Fi Runaway AF32 Stereo Bluetooth Wireless Headphones with Hidden Microphone (Black),6.516172534048751,33.78824561403509,11.368421052631579,-62.710171966027914,2.192436797839792
"laptop, computer","Alienware - R3 17.3 Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 256GB Solid State Drive - Epic Silver""",-11.665448030358009,1858.5155000000007,19.210526315789473,243.30992268845645,-0.12057978336616883
"camera, mirrorless",Alpha a5100 Mirrorless Digital Camera with 16-50mm Lens (White),-3.344967930876341,566.6912009971453,124.15789473684211,539.4620709966994,-0.7328579930817549
